delivery_id,order_id,shipping_address,tracking_number,delivery_status,delivery_date
134,134,"311 Smith Locks Apt. 182, New Andreachester, WI 81091",TRACK000134,in_transit,2023-11-05 17:58:50.679727
135,135,"190 Ray Track, Port Kristenchester, NH 52589",TRACK000135,processing,2024-08-31 12:46:55.737650
136,136,"PSC 1257, Box 4782, APO AP 87626",TRACK000136,cancelled,2024-03-23 15:20:55.480175
137,137,"6599 Morris Parkways, New Maryport, ID 98286",TRACK000137,in_transit,2023-11-19 21:53:25.650024
138,138,"915 Gordon Turnpike Suite 883, Lake John, AL 85182",TRACK000138,cancelled,2023-12-17 13:54:54.866287
139,139,"8029 White Key Apt. 132, Rebeccaville, OK 36400",TRACK000139,returned,2023-12-14 09:26:09.245486
140,140,"36342 Obrien Place Apt. 926, Billybury, MI 44055",TRACK000140,in_transit,2024-05-09 05:37:47.343769
141,141,"Unit 2645 Box 7145, DPO AP 31443",TRACK000141,processing,2024-03-24 11:45:15.354101
142,142,"338 Conway Lodge, Wallaceside, WY 69061",TRACK000142,cancelled,2023-12-26 21:40:13.260778
143,143,"5820 Hopkins Springs, East Alex, MP 32651",TRACK000143,in_transit,2023-11-08 19:29:52.430580
144,144,"972 Hunter Place, Howellmouth, RI 75586",TRACK000144,processing,2024-05-31 12:40:35.756351
145,145,"19182 Wall Estate Apt. 230, South Russell, NC 85792",TRACK000145,in_transit,2024-01-24 08:58:22.552543
146,146,"Unit 4599 Box 1828, DPO AP 81722",TRACK000146,cancelled,2024-07-16 11:29:09.433258
147,147,"USNV Briggs, FPO AA 90882",TRACK000147,in_transit,2023-10-26 03:20:33.511629
148,148,"9533 Pena Oval Suite 038, Lake Colinmouth, SC 53398",TRACK000148,processing,2024-01-19 04:41:00.024014
149,149,"40223 Scott Roads, South Kimberlytown, OH 75584",TRACK000149,in_transit,2024-08-15 15:07:31.509357
150,150,"136 Cabrera Creek Apt. 201, East Traciburgh, AL 17509",TRACK000150,delivered,2024-09-07 03:27:15.611154
151,151,"392 Smith Plains, Perezside, RI 92406",TRACK000151,returned,2024-03-20 02:15:06.948376
152,152,"83847 April Village Suite 993, Alanburgh, AZ 85160",TRACK000152,cancelled,2024-09-27 01:08:29.956830
153,153,"603 David Trail Suite 221, New Victor, IN 58865",TRACK000153,delivered,2024-09-17 16:43:41.850952
154,154,"339 Molly Highway Suite 468, Crystalmouth, SC 83926",TRACK000154,returned,2024-05-08 13:36:23.969893
155,155,"69246 Valenzuela Lakes Apt. 074, Jimeneztown, NC 43917",TRACK000155,in_transit,2024-08-05 10:15:17.110438
156,156,"4852 Wright Expressway Apt. 968, New Paul, AZ 18425",TRACK000156,in_transit,2024-07-29 03:44:33.521482
157,157,"321 Ashley Circle, South Hannahfurt, ID 00568",TRACK000157,processing,2024-05-22 16:25:56.908108
158,158,"52019 Ian Key Apt. 481, Susanside, MT 93251",TRACK000158,cancelled,2023-11-01 20:23:01.659148
159,159,"Unit 0063 Box 7077, DPO AP 23140",TRACK000159,returned,2024-08-29 17:05:22.870079
160,160,"063 Andre Court, South Patrickhaven, NM 88593",TRACK000160,returned,2024-05-17 00:51:14.690360
161,161,"1896 Michele Loop, East Nathanmouth, NM 77485",TRACK000161,delivered,2024-02-24 12:12:18.020756
162,162,"7222 Shaw Green Apt. 084, Dustinbury, NE 20554",TRACK000162,processing,2024-02-23 15:58:55.605145
163,163,"Unit 0252 Box 1616, DPO AP 03819",TRACK000163,returned,2024-09-25 11:14:53.857204
164,164,"PSC 0071, Box 0152, APO AP 15347",TRACK000164,processing,2023-12-09 04:28:28.754808
165,165,"96959 Phillip Wells, North John, NV 30521",TRACK000165,delivered,2023-11-08 17:58:12.778115
166,166,"799 Morris Club, North Kellyborough, OH 38762",TRACK000166,processing,2024-08-06 00:37:00.145929
167,167,"83815 Zachary Freeway Suite 194, Myersstad, IN 66884",TRACK000167,returned,2024-07-26 18:57:27.181313
168,168,"46648 Brittany Drive Suite 044, Bobbymouth, GU 80407",TRACK000168,cancelled,2024-07-08 00:00:15.046952
169,169,"65446 Connie Plaza, North Lindsey, OH 43737",TRACK000169,returned,2024-08-16 04:21:45.804567
170,170,"141 Black Flats, East Shawnmouth, WI 55259",TRACK000170,in_transit,2023-11-14 02:46:12.855742
171,171,"729 Ewing Knoll Suite 736, Thomasmouth, PR 74991",TRACK000171,cancelled,2024-03-04 01:59:27.138103
172,172,"670 Owens Greens, Tapiafort, TX 42201",TRACK000172,in_transit,2024-01-12 12:10:59.625613
173,173,"PSC 2044, Box 6529, APO AE 90905",TRACK000173,in_transit,2024-04-23 16:12:42.228771
174,174,"0369 Nichole Mission, Laurenmouth, WI 88900",TRACK000174,in_transit,2023-10-20 00:17:04.930084
175,175,"2555 Michael Key, New Brianborough, CO 22634",TRACK000175,returned,2024-02-29 12:01:40.690546
176,176,"2649 Smith Circle, Frankland, SD 87177",TRACK000176,processing,2023-12-23 22:03:12.062177
177,177,"8381 Gabriella View Suite 345, Zamoratown, GU 27809",TRACK000177,in_transit,2023-11-21 03:36:02.775329
178,178,"4182 Roy Trail, South James, OH 71947",TRACK000178,in_transit,2024-07-21 09:40:23.895672
179,179,"USNS Moss, FPO AE 12939",TRACK000179,delivered,2024-02-03 23:11:06.324250
180,180,"53519 Castillo Gateway Suite 820, New Jenniferton, NY 44877",TRACK000180,cancelled,2024-07-01 03:53:00.134132
181,181,"489 Thomas Cliffs, Lake Alan, LA 41126",TRACK000181,processing,2024-03-10 19:32:55.981143
182,182,"3660 Carrie Square, North Jayville, AS 70873",TRACK000182,returned,2024-01-18 08:56:46.295385
183,183,"65888 Perkins Squares, Morenomouth, UT 76791",TRACK000183,delivered,2024-01-27 06:00:09.543340
184,184,"97866 Bruce Turnpike Suite 017, New Alejandroside, AK 98350",TRACK000184,returned,2024-07-12 04:23:19.032202
185,185,"69298 Matthew Spring, Vanessaville, WA 18509",TRACK000185,returned,2024-04-18 00:49:06.684569
186,186,"8204 Brian Mountain Apt. 049, North James, CA 83061",TRACK000186,processing,2024-09-29 18:06:14.458053
187,187,"68598 Michael Drive, South Brianfurt, SC 90621",TRACK000187,cancelled,2024-09-14 14:16:40.506435
188,188,"Unit 4195 Box 7767, DPO AA 39296",TRACK000188,delivered,2024-04-15 12:27:03.934744
189,189,"1066 Brett Greens Apt. 192, Jameshaven, PW 93353",TRACK000189,delivered,2024-05-01 04:00:56.942949
190,190,"629 Andrade Corner Suite 072, Rosariostad, MT 19570",TRACK000190,processing,2024-09-26 15:57:56.803082
191,191,"148 Michael Forge Suite 926, Courtneyton, KS 90534",TRACK000191,returned,2023-10-14 05:30:24.461214
192,192,"735 Morgan Creek, West Jasminemouth, VT 73283",TRACK000192,cancelled,2024-07-06 19:41:35.381299
193,193,"5402 Johnson Greens Suite 157, Harrellbury, LA 03925",TRACK000193,returned,2024-03-22 04:16:05.165643
194,194,"018 Santos Square, Port Danielle, RI 54805",TRACK000194,delivered,2024-08-04 16:49:40.384793
195,195,"6627 Nelson Roads, New Natasha, NY 32007",TRACK000195,cancelled,2024-07-23 18:56:05.566051
196,196,"4637 Christina Road Apt. 394, South Davidshire, WY 29626",TRACK000196,cancelled,2024-10-12 22:08:02.966360
197,197,"552 Christopher Causeway Suite 739, West Sabrinaport, VI 06654",TRACK000197,delivered,2024-01-01 03:09:29.764530
198,198,"066 Dennis Path, Buckleyville, WA 38806",TRACK000198,in_transit,2024-07-16 09:54:16.309949
199,199,"3947 Patricia Manor Apt. 310, Drakemouth, KS 92398",TRACK000199,processing,2024-08-23 01:10:46.692244
200,200,"19513 Williams Highway Suite 961, Port Heather, PR 80751",TRACK000200,cancelled,2023-12-30 14:47:27.160778
201,201,"641 Swanson Harbor, North Jonathanland, SC 47815",TRACK000201,returned,2023-11-13 01:52:00.943455
202,202,"21530 Thomas Mill Apt. 118, West Sarahland, CT 57097",TRACK000202,cancelled,2024-10-15 05:08:48.416256
203,203,"2908 Kenneth Prairie Suite 134, Mcclureview, GA 61790",TRACK000203,returned,2024-08-12 06:15:58.085265
204,204,"2455 Ronald Hills, New Alejandro, VT 30342",TRACK000204,in_transit,2024-09-12 00:37:19.132539
205,205,"007 Monica Run Apt. 121, Simpsonside, SD 38536",TRACK000205,delivered,2024-05-28 23:37:23.582436
206,206,"6609 Victoria Stravenue Suite 772, Tannerfort, MA 67333",TRACK000206,returned,2024-02-04 00:46:37.667006
207,207,"3757 Jonathan Manors, Port Richardtown, VI 67532",TRACK000207,processing,2023-10-27 12:40:26.639776
208,208,"3471 Jones Pass Apt. 448, Lake Emily, RI 59557",TRACK000208,delivered,2024-05-28 08:08:57.765595
209,209,"311 Evans Crossroad, Robertstad, ME 56042",TRACK000209,cancelled,2024-05-29 01:08:30.193071
210,210,"758 Flowers Inlet, North Roger, AR 20989",TRACK000210,processing,2024-07-15 02:53:19.607393
211,211,"02926 Williams Pike, East Jacobbury, DE 67111",TRACK000211,in_transit,2023-11-20 09:22:14.264382
212,212,"9148 Gary Walks, South Jeremyberg, CT 39436",TRACK000212,cancelled,2024-06-27 12:43:32.723218
213,213,"416 Russell Well Suite 598, South Kevinshire, AZ 66903",TRACK000213,delivered,2023-11-09 07:28:28.256647
214,214,"PSC 5498, Box 0603, APO AP 82138",TRACK000214,cancelled,2024-09-27 19:07:29.446704
215,215,"74865 Kerr Via, West Carrie, WV 04648",TRACK000215,cancelled,2024-02-11 04:01:34.106173
216,216,"9620 Ellis Burg Suite 193, Michaelland, GU 62740",TRACK000216,cancelled,2024-06-17 23:24:36.977762
217,217,"4372 Boyd Summit, West Davidfurt, MO 07730",TRACK000217,returned,2024-01-06 20:46:36.936816
218,218,"6663 Franklin Union, Ruthchester, IA 00753",TRACK000218,cancelled,2024-01-07 09:20:39.296076
219,219,"3334 Curtis Square, Roberthaven, IA 12446",TRACK000219,processing,2024-10-10 07:29:54.797652
220,220,"29181 Kelly Burgs, Port Brittanychester, ND 89764",TRACK000220,delivered,2024-02-08 08:27:02.928179
221,221,"548 Scott Parks, Joshuafurt, WA 24806",TRACK000221,in_transit,2023-12-22 01:55:29.671370
222,222,"951 Abigail Corners Apt. 911, Davidborough, OR 27580",TRACK000222,in_transit,2024-08-28 09:13:40.329927
223,223,"51549 Knight Port, Campbellmouth, SC 05415",TRACK000223,processing,2023-11-28 23:03:08.608210
224,224,"929 Adam Turnpike, East Christopher, CT 09772",TRACK000224,delivered,2023-10-21 05:27:42.073505
225,225,"8611 Jason Union Suite 449, North Jasontown, NM 54415",TRACK000225,cancelled,2024-08-27 15:48:45.707604
226,226,"Unit 3078 Box 2699, DPO AE 44021",TRACK000226,in_transit,2024-04-13 05:26:20.560826
227,227,"1407 Lloyd Rapids, Lovetown, AL 87647",TRACK000227,cancelled,2024-01-19 05:12:15.576646
228,228,"68504 Scott Camp Suite 070, Williambury, MO 67230",TRACK000228,returned,2024-08-04 12:33:25.963428
229,229,"4380 Henry Overpass Suite 064, East Anthony, PA 52076",TRACK000229,in_transit,2024-03-21 12:54:16.294987
230,230,"898 Catherine Tunnel, West Melissa, IA 89865",TRACK000230,delivered,2024-10-09 19:58:05.851173
231,231,"USNS Key, FPO AP 62008",TRACK000231,delivered,2024-03-02 22:04:48.494077
232,232,"4294 Benjamin Junctions, Hendersonmouth, VI 77787",TRACK000232,in_transit,2024-09-19 17:42:45.871897
233,233,"PSC 5951, Box 0457, APO AE 68488",TRACK000233,in_transit,2024-06-04 22:08:12.433389
234,234,"724 Logan Points Suite 680, Simsstad, IL 12577",TRACK000234,cancelled,2024-02-23 04:49:08.625736
235,235,"990 James Street Suite 659, Thompsonberg, MO 77486",TRACK000235,in_transit,2024-03-17 16:23:01.978337
236,236,"797 Benjamin Falls, Nathanielchester, OR 89655",TRACK000236,delivered,2024-03-21 23:45:23.983339
237,237,"8426 Kimberly Path Apt. 085, North Robert, NM 77720",TRACK000237,cancelled,2023-12-27 03:05:02.795710
238,238,"6426 Debbie Valleys, Jenniferborough, ND 64913",TRACK000238,returned,2024-02-24 18:25:35.428366
239,239,"9631 Lauren Parks, New Jameschester, UT 58790",TRACK000239,in_transit,2024-09-14 16:49:54.310295
240,240,"16464 Edward Ville, Taraborough, AK 64041",TRACK000240,delivered,2024-01-08 00:38:38.307763
241,241,"34191 Curtis Mountain Apt. 428, Hurstburgh, RI 50703",TRACK000241,cancelled,2023-12-27 18:23:58.728389
242,242,"Unit 6502 Box 0885, DPO AP 06731",TRACK000242,processing,2023-12-15 14:24:55.043504
243,243,"657 Ellen Divide, New Christopher, VI 36244",TRACK000243,processing,2024-01-24 04:34:03.719540
